Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Name,Type_x,Address,City,Contact,Receiver_ID,Status,Type_y
778,Dairy,7,2025-03-21,57,Grocery Store,Port Robin,Non-Vegetarian,Snacks,Cook Group,Grocery Store,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995,938.0,Pending,NGO
779,Bread,43,2025-03-27,74,Catering Service,Belindaville,Vegan,Lunch,Johnston Ltd,Catering Service,"58406 Pamela Mission
Leestad, OH 88592",Belindaville,5630753213,,,
780,Dairy,48,2025-03-17,162,Restaurant,Penabury,Vegan,Snacks,"Moore, Perez and Young",Restaurant,"48313 Taylor Junctions Apt. 845
Petersborough, VT 51814",Penabury,345.405.3372x9178,,,
781,Bread,45,2025-03-23,33,Restaurant,Janetborough,Vegan,Snacks,"Miranda, Wilcox and Short",Restaurant,"208 Williams Fields Suite 324
New Robert, MN 13700",Janetborough,711.136.4426,,,
782,Rice,49,2025-03-28,566,Catering Service,New Rachel,Non-Vegetarian,Snacks,Cole-Stein,Catering Service,"782 Flynn Plaza
North Francesburgh, KY 21221",New Rachel,(322)115-7175x12748,128.0,Cancelled,Charity
782,Rice,49,2025-03-28,566,Catering Service,New Rachel,Non-Vegetarian,Snacks,Cole-Stein,Catering Service,"782 Flynn Plaza
North Francesburgh, KY 21221",New Rachel,(322)115-7175x12748,804.0,Cancelled,NGO
783,Rice,4,2025-03-20,455,Catering Service,Madisonfort,Vegetarian,Snacks,Rios Group,Catering Service,"58472 Snyder Squares
Port Zacharyton, CT 67515",Madisonfort,003-727-0894x163,,,
784,Bread,1,2025-03-26,335,Grocery Store,North Gary,Non-Vegetarian,Dinner,"Newman, Pearson and Mccarthy",Grocery Store,"4719 Darryl Isle
New Rebecca, GA 13003",North Gary,905.549.7068,218.0,Pending,Charity
785,Bread,10,2025-03-16,678,Grocery Store,Lake Travis,Non-Vegetarian,Lunch,Ruiz-Oneal,Grocery Store,"934 Kelsey Shoals
Tiffanyburgh, IL 56636",Lake Travis,(569)363-0118,,,
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,Stanley PLC,Grocery Store,"3255 Steven Falls Apt. 575
South Ashleyton, NM 59651",North Victoriastad,001-428-241-5858x19231,909.0,Pending,NGO
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,Stanley PLC,Grocery Store,"3255 Steven Falls Apt. 575
South Ashleyton, NM 59651",North Victoriastad,001-428-241-5858x19231,538.0,Completed,Individual
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,Stanley PLC,Grocery Store,"3255 Steven Falls Apt. 575
South Ashleyton, NM 59651",North Victoriastad,001-428-241-5858x19231,620.0,Cancelled,Individual
787,Fish,48,2025-03-24,355,Restaurant,Port Patrick,Vegetarian,Dinner,Bowman LLC,Restaurant,"64024 Hunter Plaza Apt. 997
Grantstad, NM 06478",Port Patrick,039-263-2786x611,339.0,Completed,Individual
788,Fish,26,2025-03-30,34,Grocery Store,North Garybury,Vegan,Dinner,"Cooper, Smith and King",Grocery Store,"439 Barnes Courts Apt. 349
South Gregory, MO 73315",North Garybury,+1-812-193-0704x61726,682.0,Pending,Shelter
789,Chicken,10,2025-03-26,673,Restaurant,New Connorfort,Vegan,Snacks,Reynolds Group,Restaurant,"7279 Joseph Ramp
Port Shawnborough, GA 33669",New Connorfort,+1-708-661-1330,,,
790,Chicken,2,2025-03-21,332,Restaurant,West Whitneymouth,Vegan,Dinner,Cox LLC,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,425.0,Cancelled,NGO
791,Soup,23,2025-03-29,152,Catering Service,South Jacobport,Vegetarian,Breakfast,Rogers-Shaw,Catering Service,"39253 David Common
West Tyler, NC 21196",South Jacobport,001-522-305-5977x0080,877.0,Pending,Shelter
791,Soup,23,2025-03-29,152,Catering Service,South Jacobport,Vegetarian,Breakfast,Rogers-Shaw,Catering Service,"39253 David Common
West Tyler, NC 21196",South Jacobport,001-522-305-5977x0080,943.0,Cancelled,Charity
792,Chicken,15,2025-03-17,308,Catering Service,Brittanyside,Vegan,Breakfast,Doyle LLC,Catering Service,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,88.0,Completed,NGO
793,Fruits,5,2025-03-24,824,Supermarket,Lopezport,Vegan,Snacks,Howard-Williams,Supermarket,"662 Brenda Inlet Apt. 504
North Calvin, AK 36811",Lopezport,(728)156-2658x7091,,,
794,Fruits,21,2025-03-27,380,Restaurant,Lake Christophermouth,Vegan,Snacks,Nelson PLC,Restaurant,"USNS Walker
FPO AE 02837",Lake Christophermouth,(302)042-7352,685.0,Pending,Individual
795,Dairy,3,2025-03-19,911,Restaurant,Garciatown,Non-Vegetarian,Dinner,Alexander PLC,Restaurant,"28329 Gary Courts
East Jonathan, KS 04105",Garciatown,599-601-7460,462.0,Completed,Charity
796,Pasta,8,2025-03-27,798,Grocery Store,North Amanda,Vegetarian,Lunch,Jordan LLC,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460,,,
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegan,Breakfast,"Wilson, Watkins and Moore",Catering Service,"57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904,371.0,Cancelled,NGO
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegan,Breakfast,"Wilson, Watkins and Moore",Catering Service,"57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904,988.0,Pending,Charity
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegan,Breakfast,"Wilson, Watkins and Moore",Catering Service,"57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904,237.0,Pending,Shelter
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegan,Breakfast,"Wilson, Watkins and Moore",Catering Service,"57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904,570.0,Completed,Individual
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Vegetarian,Lunch,"Davis, Bowen and Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,399.0,Pending,Charity
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Vegetarian,Lunch,"Davis, Bowen and Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,821.0,Cancelled,Charity
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Vegetarian,Lunch,"Davis, Bowen and Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,355.0,Completed,Shelter
799,Chicken,5,2025-03-17,764,Restaurant,New Travisshire,Vegetarian,Breakfast,"Villegas, Chen and Campos",Restaurant,"5698 Trevor Ridges
Samanthaburgh, VT 05005",New Travisshire,(619)661-4594x325,272.0,Pending,Shelter
800,Dairy,15,2025-03-20,193,Restaurant,North Lisaland,Vegan,Lunch,"Chung, Morris and Craig",Restaurant,"310 Steven Overpass Apt. 402
Paulside, NM 92478",North Lisaland,001-981-892-0136x674,934.0,Completed,Charity
801,Chicken,50,2025-03-18,609,Restaurant,South Christopherborough,Vegan,Lunch,Torres-Dunlap,Restaurant,"Unit 1623 Box 5952
DPO AA 55518",South Christopherborough,057.342.1300x473,616.0,Cancelled,Shelter
801,Chicken,50,2025-03-18,609,Restaurant,South Christopherborough,Vegan,Lunch,Torres-Dunlap,Restaurant,"Unit 1623 Box 5952
DPO AA 55518",South Christopherborough,057.342.1300x473,473.0,Completed,Shelter
802,Soup,25,2025-03-22,62,Grocery Store,Marymouth,Non-Vegetarian,Dinner,"Mitchell, Campbell and Jones",Grocery Store,"760 Hall Dam
Jenniferstad, MI 28752",Marymouth,001-356-024-1560x512,,,
803,Chicken,13,2025-03-27,714,Catering Service,North William,Vegan,Snacks,Ramos Group,Catering Service,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,,,
804,Fruits,47,2025-03-27,16,Catering Service,West Vanessafort,Vegan,Breakfast,Brown and Sons,Catering Service,"1745 Chan Ridges
Ginaville, OK 07163",West Vanessafort,018-471-0550x16593,2.0,Cancelled,Individual
805,Chicken,1,2025-03-22,235,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,695.0,Completed,Individual
806,Soup,12,2025-03-27,388,Supermarket,Manuelhaven,Vegetarian,Dinner,Rivera Ltd,Supermarket,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987,872.0,Completed,Individual
806,Soup,12,2025-03-27,388,Supermarket,Manuelhaven,Vegetarian,Dinner,Rivera Ltd,Supermarket,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987,993.0,Pending,Shelter
807,Salad,35,2025-03-19,474,Catering Service,South Nicole,Vegetarian,Dinner,Gonzalez Inc,Catering Service,"0269 Sanchez Fields
Alexanderfurt, AL 45894",South Nicole,679-305-8392,950.0,Completed,NGO
807,Salad,35,2025-03-19,474,Catering Service,South Nicole,Vegetarian,Dinner,Gonzalez Inc,Catering Service,"0269 Sanchez Fields
Alexanderfurt, AL 45894",South Nicole,679-305-8392,317.0,Pending,NGO
808,Dairy,7,2025-03-23,868,Grocery Store,Rodriguezview,Vegetarian,Dinner,"West, Martinez and Warren",Grocery Store,"185 Bruce Mission
Janeburgh, MI 52383",Rodriguezview,(042)376-1212x66871,,,
809,Dairy,48,2025-03-29,292,Supermarket,Mooneybury,Vegan,Breakfast,Lopez-Duffy,Supermarket,"PSC 0689, Box 6828
APO AP 21295",Mooneybury,048.373.4973x79978,,,
810,Bread,34,2025-03-16,993,Restaurant,East Stephanie,Vegan,Snacks,Mckinney Ltd,Restaurant,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,541.0,Completed,NGO
811,Salad,19,2025-03-27,513,Catering Service,West Larry,Non-Vegetarian,Dinner,"Cruz, Murphy and Santos",Catering Service,"7859 Derek Center Apt. 703
Lake Yvonne, AR 23556",West Larry,001-070-676-6757,245.0,Pending,Shelter
812,Bread,49,2025-03-19,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch,"Allen, Ramsey and Cortez",Grocery Store,"480 Bruce Run
Dennischester, CO 85895",Charlesmouth,594.468.5130,769.0,Pending,Shelter
812,Bread,49,2025-03-19,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch,"Allen, Ramsey and Cortez",Grocery Store,"480 Bruce Run
Dennischester, CO 85895",Charlesmouth,594.468.5130,341.0,Cancelled,Individual
813,Fish,33,2025-03-23,610,Supermarket,Allenton,Vegetarian,Breakfast,"Kelly, Cummings and Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850,745.0,Pending,NGO
813,Fish,33,2025-03-23,610,Supermarket,Allenton,Vegetarian,Breakfast,"Kelly, Cummings and Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850,388.0,Pending,Charity
814,Bread,18,2025-03-17,287,Catering Service,Jefferyside,Vegan,Snacks,Carr-Wells,Catering Service,"202 Castillo Course Suite 667
New Joshua, OK 47311",Jefferyside,(535)017-9013x9281,,,
815,Pasta,50,2025-03-22,157,Restaurant,Bairdfort,Vegan,Snacks,"Rodriguez, Walker and Singleton",Restaurant,"3006 Fernandez Ferry
Jamesview, KS 30878",Bairdfort,998.166.5324,,,
816,Fruits,2,2025-03-17,965,Restaurant,Port Bryce,Vegetarian,Lunch,Oconnor Ltd,Restaurant,"49967 Victoria Union Suite 176
Watkinsport, NC 14235",Port Bryce,+1-484-031-6824x10667,,,
817,Rice,23,2025-03-28,363,Catering Service,East Brittanyland,Vegetarian,Snacks,Henry-Terry,Catering Service,"94883 Silva Plaza Apt. 966
North Ericborough, WY 57244",East Brittanyland,(205)168-6653,,,
818,Fish,50,2025-03-29,248,Restaurant,South Michellechester,Vegetarian,Dinner,"Oliver, Cross and Gilbert",Restaurant,"USS Mcintyre
FPO AA 76857",South Michellechester,001-607-614-4871x9620,799.0,Cancelled,Charity
819,Bread,35,2025-03-28,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast,Douglas-Colon,Catering Service,"30465 Latoya Haven
Hartville, NC 48753",Port Marcland,439.020.2351,1.0,Completed,Shelter
819,Bread,35,2025-03-28,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast,Douglas-Colon,Catering Service,"30465 Latoya Haven
Hartville, NC 48753",Port Marcland,439.020.2351,482.0,Completed,NGO
820,Fruits,46,2025-03-27,753,Supermarket,South Randy,Non-Vegetarian,Lunch,Lawrence-Clark,Supermarket,"699 Brooks Parkway
Davisside, AL 18704",South Randy,122-170-5452x33780,858.0,Pending,Individual
820,Fruits,46,2025-03-27,753,Supermarket,South Randy,Non-Vegetarian,Lunch,Lawrence-Clark,Supermarket,"699 Brooks Parkway
Davisside, AL 18704",South Randy,122-170-5452x33780,473.0,Pending,Shelter
821,Chicken,9,2025-03-24,167,Catering Service,Davidport,Non-Vegetarian,Lunch,Thompson-Turner,Catering Service,"995 Campbell Mount Suite 129
Graytown, MN 23216",Davidport,897-925-4252,367.0,Completed,Individual
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegan,Lunch,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,47.0,Completed,Shelter
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegan,Lunch,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,576.0,Completed,Individual
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegan,Lunch,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,226.0,Pending,Charity
823,Chicken,27,2025-03-21,587,Restaurant,Lake George,Vegan,Lunch,"Davis, Cruz and Schaefer",Restaurant,"6913 Duarte Points Apt. 445
Ramosside, IL 10904",Lake George,4142908031,576.0,Pending,Individual
824,Bread,12,2025-03-27,993,Restaurant,East Stephanie,Vegetarian,Dinner,Mckinney Ltd,Restaurant,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,571.0,Pending,Shelter
825,Salad,25,2025-03-25,995,Supermarket,Manningshire,Vegetarian,Breakfast,Moore Group,Supermarket,"46915 Maynard Dam Suite 320
North Alyssa, CA 48762",Manningshire,889-093-8775x51762,31.0,Pending,NGO
826,Bread,39,2025-03-17,50,Catering Service,West Danielborough,Vegan,Snacks,Perez-Williams,Catering Service,"956 Joseph Ford Apt. 098
Moorestad, LA 74730",West Danielborough,(305)890-2191x91055,544.0,Cancelled,NGO
826,Bread,39,2025-03-17,50,Catering Service,West Danielborough,Vegan,Snacks,Perez-Williams,Catering Service,"956 Joseph Ford Apt. 098
Moorestad, LA 74730",West Danielborough,(305)890-2191x91055,507.0,Completed,Charity
827,Salad,3,2025-03-23,907,Supermarket,South Marthahaven,Vegan,Snacks,Sanchez PLC,Supermarket,"48910 Gordon Pike Apt. 720
Quinnshire, AK 79288",South Marthahaven,539-966-9767x99956,,,
828,Vegetables,21,2025-03-24,636,Grocery Store,West Omarside,Non-Vegetarian,Breakfast,Carroll-Stanley,Grocery Store,"Unit 2028 Box 0350
DPO AP 33410",West Omarside,849.339.1687x68179,929.0,Completed,Charity
828,Vegetables,21,2025-03-24,636,Grocery Store,West Omarside,Non-Vegetarian,Breakfast,Carroll-Stanley,Grocery Store,"Unit 2028 Box 0350
DPO AP 33410",West Omarside,849.339.1687x68179,212.0,Completed,Shelter
829,Dairy,44,2025-03-18,262,Supermarket,New Carol,Vegan,Dinner,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,918.0,Completed,Charity
830,Vegetables,3,2025-03-25,847,Supermarket,Williamsonmouth,Vegetarian,Snacks,"Pollard, Collins and Watson",Supermarket,"Unit 4908 Box 4008
DPO AE 21178",Williamsonmouth,218.505.6857x64219,,,
831,Pasta,24,2025-03-22,330,Restaurant,Jamesport,Non-Vegetarian,Breakfast,Holloway-Koch,Restaurant,"2889 Jorge Fields
South Thomasland, AR 38794",Jamesport,323.974.7052,,,
832,Fish,19,2025-03-16,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,920.0,Cancelled,Charity
832,Fish,19,2025-03-16,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,926.0,Cancelled,Individual
832,Fish,19,2025-03-16,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,302.0,Completed,Charity
832,Fish,19,2025-03-16,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,967.0,Cancelled,Individual
833,Fruits,44,2025-03-17,146,Supermarket,Jonathanhaven,Non-Vegetarian,Dinner,Hampton-Lee,Supermarket,"994 Maxwell Squares Apt. 136
Browninghaven, IA 33077",Jonathanhaven,663-119-2623x961,15.0,Completed,NGO
834,Pasta,43,2025-03-18,531,Catering Service,North Kylestad,Vegetarian,Dinner,Miller Ltd,Catering Service,"5262 Roy Village
Jonville, HI 04740",North Kylestad,(648)470-0469x880,,,
835,Vegetables,17,2025-03-29,752,Grocery Store,East Heatherport,Vegetarian,Lunch,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,,,
836,Salad,49,2025-03-16,685,Supermarket,Maysside,Vegan,Breakfast,Scott and Sons,Supermarket,"320 Justin Centers Apt. 436
West Carrieside, ND 53538",Maysside,001-085-825-1185x328,742.0,Cancelled,Charity
836,Salad,49,2025-03-16,685,Supermarket,Maysside,Vegan,Breakfast,Scott and Sons,Supermarket,"320 Justin Centers Apt. 436
West Carrieside, ND 53538",Maysside,001-085-825-1185x328,408.0,Cancelled,Individual
837,Soup,50,2025-03-24,642,Catering Service,Lesterstad,Vegan,Snacks,Woodward-Jensen,Catering Service,"USCGC Ewing
FPO AP 42279",Lesterstad,432-670-6542x60306,745.0,Cancelled,NGO
837,Soup,50,2025-03-24,642,Catering Service,Lesterstad,Vegan,Snacks,Woodward-Jensen,Catering Service,"USCGC Ewing
FPO AP 42279",Lesterstad,432-670-6542x60306,742.0,Cancelled,Charity
837,Soup,50,2025-03-24,642,Catering Service,Lesterstad,Vegan,Snacks,Woodward-Jensen,Catering Service,"USCGC Ewing
FPO AP 42279",Lesterstad,432-670-6542x60306,800.0,Cancelled,Individual
838,Bread,38,2025-03-29,770,Supermarket,East Melissa,Vegetarian,Lunch,Schneider-Suarez,Supermarket,"73422 Morgan Plains
East Destiny, SD 76863",East Melissa,001-597-658-2544x8112,,,
839,Chicken,6,2025-03-17,72,Catering Service,Jasonstad,Vegan,Lunch,"Ward, Shepherd and Krause",Catering Service,"224 Burns Camp
Christopherborough, VA 76601",Jasonstad,+1-454-823-5622,361.0,Cancelled,Individual
839,Chicken,6,2025-03-17,72,Catering Service,Jasonstad,Vegan,Lunch,"Ward, Shepherd and Krause",Catering Service,"224 Burns Camp
Christopherborough, VA 76601",Jasonstad,+1-454-823-5622,324.0,Cancelled,NGO
840,Dairy,43,2025-03-16,548,Supermarket,Lisamouth,Vegan,Snacks,"House, James and Miller",Supermarket,"52465 Danielle Forge Suite 949
Walterschester, CT 88915",Lisamouth,070-175-5725,663.0,Cancelled,NGO
841,Chicken,15,2025-03-25,532,Grocery Store,Darrylchester,Vegan,Lunch,Johnson-Green,Grocery Store,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965,,,
842,Bread,40,2025-03-21,205,Grocery Store,Carlbury,Vegan,Breakfast,Thompson Group,Grocery Store,"81499 Baker Valley Suite 876
Wheelerview, CT 20385",Carlbury,858-115-6375x26624,,,
843,Fruits,46,2025-03-24,515,Restaurant,Snyderton,Vegetarian,Dinner,"Bowers, Gonzalez and Simmons",Restaurant,"096 Jonathan Unions Suite 804
South Angelaburgh, NM 97882",Snyderton,+1-401-191-5365x80259,,,
844,Fish,46,2025-03-29,495,Supermarket,Brownshire,Non-Vegetarian,Dinner,"Barker, Gibbs and Lopez",Supermarket,"518 Francis Estates Apt. 955
Gonzalezhaven, DE 36339",Brownshire,8977010648,156.0,Cancelled,Charity
844,Fish,46,2025-03-29,495,Supermarket,Brownshire,Non-Vegetarian,Dinner,"Barker, Gibbs and Lopez",Supermarket,"518 Francis Estates Apt. 955
Gonzalezhaven, DE 36339",Brownshire,8977010648,949.0,Cancelled,Individual
845,Bread,14,2025-03-20,718,Restaurant,Port Victoria,Non-Vegetarian,Dinner,Livingston Inc,Restaurant,"451 Smith Orchard Suite 751
East Rebecca, VA 23186",Port Victoria,+1-956-381-7075,,,
846,Salad,34,2025-03-19,894,Restaurant,Cannonside,Vegan,Snacks,Fowler-Morgan,Restaurant,"684 Mike Mission Suite 131
East Sharonmouth, ME 61479",Cannonside,+1-427-871-1303x0408,,,
847,Pasta,29,2025-03-21,887,Supermarket,Strongmouth,Vegan,Dinner,Preston-Smith,Supermarket,"18358 Moore Spring Suite 713
Gordonshire, MT 45298",Strongmouth,(813)326-3277x75776,,,
848,Dairy,32,2025-03-25,426,Catering Service,Taylorchester,Non-Vegetarian,Dinner,Cook-Rodriguez,Catering Service,"06893 Sutton Meadows
West Janet, NM 26129",Taylorchester,718-514-8646x3588,,,
849,Pasta,29,2025-03-21,563,Grocery Store,East Angela,Vegan,Breakfast,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971,835.0,Completed,Shelter
850,Dairy,22,2025-03-26,67,Restaurant,Kentland,Vegan,Breakfast,Shannon Ltd,Restaurant,"8692 Adam Passage
Davidland, WI 15372",Kentland,401-441-2366x8513,,,
851,Fruits,35,2025-03-18,516,Catering Service,New Aaronberg,Non-Vegetarian,Snacks,"Raymond, Kelly and Yates",Catering Service,"8919 Natasha Tunnel
Jacksonburgh, MO 07674",New Aaronberg,(590)421-4384,44.0,Completed,Shelter
851,Fruits,35,2025-03-18,516,Catering Service,New Aaronberg,Non-Vegetarian,Snacks,"Raymond, Kelly and Yates",Catering Service,"8919 Natasha Tunnel
Jacksonburgh, MO 07674",New Aaronberg,(590)421-4384,572.0,Completed,Shelter
852,Vegetables,49,2025-03-20,363,Catering Service,East Brittanyland,Non-Vegetarian,Snacks,Henry-Terry,Catering Service,"94883 Silva Plaza Apt. 966
North Ericborough, WY 57244",East Brittanyland,(205)168-6653,400.0,Completed,Shelter
853,Rice,18,2025-03-27,841,Restaurant,Lake Tamara,Vegan,Snacks,Smith Inc,Restaurant,"876 Mckinney Circles Suite 026
Taylorchester, OH 43657",Lake Tamara,871.082.6155x450,983.0,Completed,NGO
853,Rice,18,2025-03-27,841,Restaurant,Lake Tamara,Vegan,Snacks,Smith Inc,Restaurant,"876 Mckinney Circles Suite 026
Taylorchester, OH 43657",Lake Tamara,871.082.6155x450,193.0,Pending,Charity
854,Fish,33,2025-03-22,804,Restaurant,North Ashley,Vegan,Breakfast,Jackson Ltd,Restaurant,"45950 Gould Stravenue Suite 966
Lauraton, MT 41682",North Ashley,+1-871-214-5204x667,525.0,Completed,Charity
855,Salad,28,2025-03-25,596,Restaurant,Zimmermanville,Vegetarian,Lunch,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,553.0,Completed,Shelter
855,Salad,28,2025-03-25,596,Restaurant,Zimmermanville,Vegetarian,Lunch,"Barnes, Castro and Curtis",Restaurant,"0998 Mcintyre Row Apt. 105
North Crystal, KY 62420",Zimmermanville,507.577.7566,211.0,Completed,Charity
856,Rice,44,2025-03-23,501,Grocery Store,Jordanhaven,Vegetarian,Snacks,Davis-Kennedy,Grocery Store,"609 Jackson Cliffs
Lake Johnside, ID 47134",Jordanhaven,598-048-5675,,,
857,Pasta,47,2025-03-17,97,Supermarket,Reyesshire,Vegetarian,Dinner,King-Snyder,Supermarket,"615 Barnett Circles
Jamesfort, CT 76455",Reyesshire,+1-494-177-0520x17816,,,
858,Fruits,13,2025-03-22,413,Catering Service,North Mike,Non-Vegetarian,Snacks,"Davis, Bowen and Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,,,
859,Pasta,1,2025-03-26,319,Restaurant,Lake Amymouth,Non-Vegetarian,Breakfast,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,,,
860,Fish,37,2025-03-17,934,Grocery Store,Steveport,Vegetarian,Lunch,Nelson and Sons,Grocery Store,"8015 Meyer View
South Bobby, MN 09536",Steveport,+1-114-068-7855x4731,,,
861,Dairy,45,2025-03-26,937,Restaurant,Roachhaven,Non-Vegetarian,Dinner,Taylor Group,Restaurant,"14689 Scott Gateway
North Curtis, RI 22825",Roachhaven,(903)301-8467x005,138.0,Completed,NGO
861,Dairy,45,2025-03-26,937,Restaurant,Roachhaven,Non-Vegetarian,Dinner,Taylor Group,Restaurant,"14689 Scott Gateway
North Curtis, RI 22825",Roachhaven,(903)301-8467x005,735.0,Completed,Individual
861,Dairy,45,2025-03-26,937,Restaurant,Roachhaven,Non-Vegetarian,Dinner,Taylor Group,Restaurant,"14689 Scott Gateway
North Curtis, RI 22825",Roachhaven,(903)301-8467x005,972.0,Pending,Individual
861,Dairy,45,2025-03-26,937,Restaurant,Roachhaven,Non-Vegetarian,Dinner,Taylor Group,Restaurant,"14689 Scott Gateway
North Curtis, RI 22825",Roachhaven,(903)301-8467x005,276.0,Cancelled,Individual
862,Dairy,4,2025-03-19,237,Supermarket,Frederickside,Non-Vegetarian,Lunch,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,28.0,Pending,Individual
863,Fruits,30,2025-03-20,57,Grocery Store,Port Robin,Vegan,Breakfast,Cook Group,Grocery Store,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995,,,
864,Soup,11,2025-03-28,741,Catering Service,West Anthonymouth,Vegetarian,Snacks,"Martin, Richardson and Snow",Catering Service,"Unit 3436 Box 4523
DPO AE 51665",West Anthonymouth,013.181.1620,384.0,Pending,Charity
865,Fish,25,2025-03-20,837,Supermarket,South Charles,Non-Vegetarian,Snacks,Horn-House,Supermarket,"59435 Benjamin Mountain
Amandamouth, VA 67842",South Charles,(274)596-0960x4039,493.0,Pending,Charity
866,Fish,7,2025-03-29,169,Grocery Store,Lindseyland,Vegetarian,Dinner,Hines-Green,Grocery Store,"121 Monica Loaf
Charlesshire, MO 59196",Lindseyland,(054)626-5986x842,420.0,Pending,Charity
866,Fish,7,2025-03-29,169,Grocery Store,Lindseyland,Vegetarian,Dinner,Hines-Green,Grocery Store,"121 Monica Loaf
Charlesshire, MO 59196",Lindseyland,(054)626-5986x842,410.0,Cancelled,Charity
